InvoiceNo,Quantity,UnitPrice,CustomerID
548894,1,2.46,
556886,12,0.85,12624.0
569566,30,1.65,14739.0
571438,3,6.25,15066.0
538709,1,1.65,16442.0
C571925,-1,2.95,13115.0
575728,12,1.25,14911.0
539742,1,5.06,
572771,12,1.65,16173.0
562596,10,2.08,16145.0
578947,36,0.39,14547.0
576639,6,2.95,13894.0
559000,12,0.42,14099.0
581251,6,2.95,18210.0
568721,1,12.46,
570235,2,1.25,13193.0
581514,4,0.39,17754.0
541969,2,5.79,
555115,5,4.96,
539415,12,4.95,15204.0
568040,12,1.25,12681.0
556722,2,7.9,17428.0
569700,1,195.37,
544400,50,1.65,14101.0
543732,3,4.13,
543899,6,24.95,
550208,1,5.79,
547250,10,2.46,
567944,3,8.5,14562.0
561670,1,0.95,17373.0
556127,12,1.45,12406.0
552949,4,0.83,16033.0
576665,1,7.5,17841.0
554920,2,7.95,16275.0
579546,3,2.08,
537240,6,2.51,
540179,2,1.95,16033.0
541283,24,0.55,12820.0
544941,4,4.95,12841.0
541850,2,1.65,14224.0
569894,1,0.55,15707.0
575875,1,4.13,
552044,24,1.25,17423.0
547385,1,0.42,
551218,3,0.65,18077.0
543973,12,1.69,17571.0
575481,1,1.65,15679.0
538071,12,1.66,
569705,4,4.25,15762.0
554514,1,1.63,
548728,6,2.55,13198.0
563448,12,0.42,15220.0
580136,1,1.95,17841.0
542106,24,8.95,12709.0
549295,1,1.63,
555115,6,10.79,
550779,100,1.45,17511.0
548565,5,2.95,16180.0
581424,4,3.75,13890.0
548012,20,2.95,17377.0
544204,1,5.79,
563193,1,2.46,
577742,2,3.75,13755.0
574734,1,1.65,15025.0
540995,1,0.42,
560998,12,1.25,14243.0
579470,1,0.42,16549.0
557846,1,12.75,17365.0
559465,100,1.45,14680.0
540418,1,0.85,
572540,3,4.13,
540239,12,1.25,12682.0
561085,10,2.08,14367.0
560552,3,2.1,15311.0
538849,3,3.75,14415.0
568668,3,1.25,15750.0
569424,10,0.65,15529.0
550916,24,1.25,17718.0
560115,1,4.95,17841.0
537472,36,0.42,12971.0
559036,24,0.55,12637.0
541485,1,2.1,18118.0
575886,12,0.55,12517.0
571034,12,1.65,12359.0
541424,3,1.63,
551982,3,2.95,15023.0
577485,2,1.65,16360.0
559338,2,1.63,
566559,12,1.25,18044.0
558864,1,16.95,
C576974,-1,2.55,12474.0
570818,1,2.55,17841.0
570127,3,2.95,16900.0
565473,12,0.42,16717.0
564838,3,1.63,
566446,1,2.46,
547649,2,2.1,18118.0
569372,1,8.29,
552169,12,2.95,17800.0
537666,1,5.91,
556502,12,1.45,13761.0
566300,24,2.1,18215.0
576644,1,19.96,
544483,24,0.65,12524.0
579471,1,8.29,
554278,1,4.95,13831.0
564137,12,2.1,15722.0
546569,8,2.25,14016.0
559134,10,1.65,12700.0
559923,3,0.83,
554285,1,6.63,
573119,48,1.25,15498.0
546980,2,9.95,13591.0
558368,8,1.25,14329.0
576837,1,2.46,
553386,24,1.25,13381.0
541516,3,2.46,
545399,10,1.65,14934.0
551339,1,3.29,
570841,10,1.65,12553.0
541225,2,5.95,14099.0
544098,8,1.69,16019.0
559051,1,4.13,
552467,12,1.25,15249.0
571476,2,1.25,13546.0
571797,1,24.96,
537429,2,1.25,12748.0
558461,3,1.65,13263.0
542894,2,7.95,12775.0
569677,6,2.55,15106.0
581455,18,3.32,18102.0
575947,1,5.63,
541213,12,0.42,15033.0
561661,2,1.25,12743.0
554098,5,1.25,14769.0
558475,10,0.83,
539405,48,0.85,12621.0
554151,24,0.85,14049.0
553058,6,1.25,17790.0
546223,40,2.55,14854.0
572225,8,4.25,13157.0
570332,12,1.65,18169.0
555343,3,1.95,15918.0
541435,12,1.25,13898.0
544450,1,7.95,17811.0
537237,4,4.21,
538832,2,7.95,17158.0
539564,36,2.55,18092.0
544454,4,2.55,13301.0
541104,3,2.46,
568831,12,1.65,16059.0
C569958,-8,1.25,13266.0
546950,2,1.25,16511.0
580260,24,1.25,14085.0
569137,1,7.46,
579145,1,1.65,14597.0
543813,2,2.95,16897.0
553888,3,5.45,15201.0
544293,1,3.75,17954.0
564650,96,1.06,14646.0
577774,6,0.55,16712.0
563094,48,1.25,14525.0
580116,96,0.85,15290.0
578289,1,0.85,17841.0
567176,3,2.95,15533.0
547243,2,1.25,17231.0
578833,1,8.29,
547772,1,3.75,17979.0
539196,6,4.95,18055.0
557560,3,12.75,15329.0
547811,6,1.25,17368.0
541219,1,1.63,
578846,8,1.95,17757.0
548664,2,7.9,14911.0
579196,3,0.83,14096.0
543345,1,24.96,
565431,6,0.85,14965.0
575206,24,4.95,14298.0
570249,4,3.75,17509.0
566451,6,5.75,18069.0
557315,2,2.55,15535.0
550515,2,0.85,14502.0
537238,2,5.95,16161.0
562538,10,6.75,15505.0
538566,1,2.98,
552256,1,14.95,16621.0
562024,1,0.83,
557745,2,1.65,15750.0
575487,24,0.55,15450.0
562725,12,0.85,17302.0
545653,3,2.95,15311.0
536592,4,3.36,
547945,12,1.25,14851.0
541489,1,7.95,15023.0
575269,12,0.79,17865.0
574074,3,10.79,
541999,4,0.83,
577033,1,1.95,17797.0
540509,25,0.42,14800.0
574074,1,2.46,
540395,4,3.95,14702.0
575067,24,0.55,12583.0
549128,1,3.75,16713.0
577311,6,4.25,18225.0
561218,2,1.63,
543162,6,1.45,17507.0
574047,36,0.65,13318.0
572194,2,0.39,17832.0
576329,3,2.46,
565766,12,2.95,17841.0
560580,24,3.39,14088.0
548492,2,3.75,17841.0
577358,4,0.83,
578347,1,1.63,
544466,10,1.25,14606.0
580610,4,5.79,
551775,2,5.95,12886.0
556910,10,0.42,12748.0
580115,18,4.13,
540154,2,1.66,
560444,6,1.25,13764.0
567095,3,5.95,17049.0
558477,-1,0.0,
559538,4,4.15,16880.0
554948,6,2.1,14447.0
546385,10,6.75,16652.0
546988,4,3.95,14194.0
551998,12,2.1,14099.0
571286,3,2.95,14547.0
577358,1,0.83,
545049,13,0.85,15046.0
544064,1,7.95,17114.0
553002,3,0.42,13263.0
561068,12,0.42,13116.0
563093,4,0.42,
575607,6,1.8,14096.0
557112,1,8.29,
540648,48,0.36,15061.0
568529,12,1.25,16181.0
579777,2,1.63,
562273,7,12.75,12502.0
548714,2,0.39,17337.0
567671,1,3.29,
578858,8,2.08,18145.0
C554303,-1,15.0,12757.0
550496,2,1.63,
575487,12,1.25,15450.0
578149,11,7.46,
578104,2,8.5,13969.0
538177,1,0.85,
566913,24,0.42,17602.0
553703,2,6.75,13192.0
550325,4,1.45,15745.0
547649,4,1.45,18118.0
566649,24,2.08,18173.0
580160,24,1.65,12700.0
561026,1,2.08,17265.0
539639,2,2.55,14083.0
559862,24,0.55,12782.0
567186,5,1.95,17073.0
568716,3,0.83,
558198,1,1.65,14104.0
556108,1,4.96,
576933,1,0.39,15529.0
575875,1,2.46,
546032,24,0.42,13267.0
575694,5,2.55,12748.0
561907,24,0.42,14060.0
550774,12,1.25,14626.0
556090,1,8.29,
560433,1,11.63,
559802,1,6.25,
544826,1,3.95,14513.0
580511,8,3.75,12560.0
567482,2,2.1,16464.0
573379,10,1.65,15680.0
539314,6,2.95,13874.0
561651,1,2.9,
548529,8,2.25,18223.0
545216,2,0.83,
561923,10,0.85,14112.0
568196,6,2.08,16705.0
552460,10,2.08,13178.0
571716,1,3.29,
581219,1,3.29,
550480,4,1.69,13069.0
561570,12,0.83,14289.0
565863,4,3.75,17422.0
564473,20,1.65,16722.0
543533,2,4.13,
561900,1,2.95,16655.0
568343,72,1.06,16839.0
559042,1,8.29,
547063,4,4.95,14769.0
572758,4,0.83,
578827,1,2.46,
545191,5,2.95,12811.0
558475,1,0.83,
568651,6,2.95,12362.0
580527,1,1.95,13736.0
554151,3,2.1,14049.0
571474,4,3.75,16389.0
575739,1,11.63,
578844,2,8.29,
561882,8,2.25,13388.0
536412,2,3.75,17920.0
550193,16,0.42,13952.0
570245,2,4.95,14415.0
559109,2,7.95,15021.0
576086,5,1.95,15365.0
567981,4,1.63,
576689,1,3.75,16657.0
539451,1,14.43,
550183,12,1.95,14105.0
580405,2,7.95,14720.0
540026,17,0.81,
C560409,-25,0.42,16717.0
C543755,-6,2.95,14304.0
572103,1,0.65,17571.0
568671,8,2.25,13139.0
544812,1,14.13,
570288,2,1.25,16960.0
C548460,-6,4.25,16801.0
574445,48,1.85,15722.0
550205,2,5.79,
561209,9,3.29,
543802,4,2.95,13742.0
568898,12,1.25,13354.0
554465,3,4.95,13534.0
563565,6,0.42,17338.0
537434,7,2.51,
548732,12,0.85,16142.0
554652,1,9.95,
C578097,-36,3.29,
552282,5,0.42,14040.0
578794,3,3.75,17232.0
555542,12,0.85,15108.0
552514,1,7.46,
574661,3,4.95,13447.0
547069,2,0.85,16710.0
575753,1,4.95,17841.0
563565,6,2.55,17338.0
570183,6,2.55,15208.0
540769,8,1.69,12601.0
569849,12,1.65,15264.0
569000,24,0.55,17015.0
572509,10,2.08,17004.0
536876,2,4.21,
559338,4,0.83,
557250,1,0.65,12748.0
580117,12,2.1,14655.0
539434,1,1.66,
563228,1,9.95,17988.0
559521,6,1.95,
560552,1,8.95,15311.0
541004,6,2.95,18190.0
541253,1,2.1,17841.0
551560,48,3.29,16133.0
564740,3,0.42,14044.0
554075,24,0.85,16038.0
555162,2,7.95,12473.0
580005,1,8.5,16376.0
545512,6,8.5,17389.0
547730,1,4.95,14796.0
577740,1,1.25,17625.0
551400,20,0.85,17160.0
545082,4,4.25,16992.0
572079,12,2.08,14484.0
566275,12,1.25,16549.0
571282,1,1.25,15545.0
542662,12,0.85,18145.0
552508,1,0.83,
576558,144,1.45,17086.0
539708,1,2.96,
566620,6,2.95,13588.0
571442,4,2.89,17049.0
557771,12,1.25,15601.0
547068,10,1.95,13985.0
576615,5,0.79,17231.0
537646,2,1.25,17591.0
552823,4,1.45,14731.0
567699,6,1.45,17466.0
572652,24,0.42,15805.0
560209,1,1.65,15004.0
542115,1,33.33,
568567,2,2.46,
569374,1,1.25,
580727,8,6.63,14096.0
555400,21,1.25,14088.0
569202,1,10.79,
541999,1,4.13,
566717,1,0.42,17841.0
563714,10,1.25,14565.0
575138,1,7.46,
540157,1,2.95,15311.0
562258,1,12.75,16348.0
577085,12,0.85,12997.0
575612,10,0.85,17416.0
539314,5,2.1,13874.0
572352,6,1.25,16814.0
572241,6,5.95,12712.0
572669,1,8.5,16549.0
569921,2,9.95,12523.0
540163,24,1.65,13089.0
540258,96,2.55,14045.0
544412,8,1.65,16531.0
542728,20,1.65,14006.0
562780,6,2.08,14901.0
545227,24,0.42,12428.0
565919,1,2.46,
552972,1,16.95,16043.0
560790,60,4.95,14051.0
C559705,-1,1.65,15719.0
560024,2,1.49,15005.0
559163,1,4.13,
555092,3,2.1,16483.0
578084,12,1.65,12465.0
571564,4,4.25,16019.0
577844,11,12.46,
540992,6,1.25,17364.0
573585,6,16.63,
564484,1,7.95,13634.0
542192,6,1.25,14049.0
580305,25,0.42,12970.0
567981,7,7.46,
549965,60,1.25,16966.0
569524,1,2.95,14506.0
551810,3,2.1,15719.0
558240,1,0.83,
560018,1,2.95,15987.0
575908,12,1.65,13091.0
581134,2,2.89,16368.0
569680,12,1.65,16803.0
537393,24,4.25,13089.0
541669,4,1.49,17315.0
577078,1,0.83,
540255,2,5.06,
549125,1,2.95,14964.0
539492,1,3.36,
539294,1,6.75,15532.0
541592,5,0.83,
549614,12,1.25,12720.0
566076,4,8.5,12449.0
553754,4,3.75,16175.0
563916,96,0.12,13435.0
570458,6,0.85,14535.0
556112,12,1.25,13265.0
561288,8,0.85,13379.0
C570099,-1,1.65,13798.0
580105,4,4.95,17675.0
572331,12,1.25,16491.0
564061,4,2.95,14505.0
552671,1,8.29,
573333,12,0.83,12483.0
556954,12,0.42,15585.0
561282,13,0.0,
540172,2,2.1,18109.0
571653,72,0.39,14298.0
562807,12,0.83,16053.0
557753,1,2.1,17877.0
540523,5,0.65,13069.0
572552,3,5.79,14096.0
567854,12,1.65,14038.0
573078,8,3.95,12839.0
560841,16,1.45,14298.0
580729,2,2.46,
538566,1,5.91,
579885,2,0.42,15444.0
536544,2,2.51,
570677,2,3.75,12836.0
548507,3,2.95,13573.0
560433,2,1.63,
575900,1,0.42,
574950,8,7.46,
553120,4,3.75,17139.0
542345,2,1.25,15910.0
C553914,-2,3.75,18109.0
540489,3,5.95,13593.0
575610,12,1.25,16628.0
C571059,-1,12.75,17813.0
545305,2,16.95,15257.0
571709,12,1.65,16463.0
557892,4,2.1,14534.0
575477,1,2.46,
565231,1,4.13,
573267,3,4.25,
566949,1,1.63,
539450,3,3.75,15570.0
578934,2,4.25,14577.0
538836,80,1.85,12748.0
577749,12,0.39,16242.0
562132,12,0.85,13384.0
572475,1,2.95,15271.0
565759,6,4.95,12720.0
576837,1,10.79,
555260,3,1.25,13263.0
577482,2,4.25,16762.0
560231,4,7.95,13305.0
570668,4,1.95,17837.0
579694,6,1.63,
546884,2,2.46,
563538,2,2.1,17841.0
574561,1,5.79,
555946,2,1.69,17238.0
562113,4,3.29,
539985,24,3.39,15856.0
571360,4,3.29,16563.0
557798,10,0.85,16187.0
562553,1,2.46,
552364,24,0.55,13004.0
569493,12,1.25,13317.0
562033,6,3.25,15410.0
560357,10,2.08,15527.0
538854,2,8.5,13102.0
575848,6,0.65,14178.0
562602,12,1.65,12865.0
561794,6,3.25,12921.0
559300,24,0.55,12471.0
545701,10,6.75,17107.0
548708,4,1.45,13269.0
543399,2,3.29,
580778,12,0.42,16949.0
540461,24,0.55,15139.0
560926,2,7.46,
548510,3,1.65,17861.0
551277,4,2.95,13637.0
577730,2,4.95,17253.0
578347,1,2.46,
553831,6,2.55,14442.0
548987,1,2.95,14535.0
563017,10,1.65,13198.0
565967,48,1.25,14646.0
569246,1,0.42,14096.0
544684,1,1.63,
562928,12,4.95,15494.0
558264,6,3.75,16473.0
578270,4,1.63,14096.0
576861,1,3.75,18041.0
538662,24,0.85,15159.0
559163,1,2.46,
559307,4,3.75,15356.0
550196,1,2.08,14796.0
577507,2,2.1,14710.0
557263,200,1.06,14646.0
566250,48,2.1,15587.0
549537,1,0.85,
557208,4,6.25,16172.0
580367,3,8.29,
569202,1,10.79,
580397,1,1.65,13558.0
C574347,-3,3.75,12500.0
579458,1,1.65,16549.0
581217,4,7.46,
552860,1,6.95,17889.0
568101,12,0.83,15978.0
566281,12,1.65,12748.0
575739,1,1.63,
550134,8,4.95,16249.0
550205,2,5.79,
C563601,-3,1.25,13047.0
555726,12,1.25,12540.0
547709,1,4.95,18109.0
561005,5,1.65,17961.0
546977,3,4.96,
569568,16,0.42,12700.0
537624,1,0.85,12748.0
575602,2,0.65,17059.0
544824,2,9.95,17139.0
558909,12,2.1,13408.0
560224,3,1.25,14572.0
565129,1,1.65,15719.0
559914,8,1.24,
574310,12,1.25,13467.0
C564996,-1,1.65,17677.0
577106,4,0.39,14456.0
570491,1,7.5,14395.0
567099,1,7.85,15311.0
539252,72,0.21,17744.0
567530,12,1.65,12390.0
574709,3,1.95,17768.0
559506,6,0.83,
553172,4,8.25,14031.0
560539,48,0.55,16745.0
544778,2,2.95,14978.0
559817,2,2.46,
575149,4,3.75,16626.0
536531,12,2.95,15485.0
547663,1,4.95,16022.0
577320,12,1.65,13880.0
578950,1,1.65,17885.0
573153,16,0.85,12678.0
580727,2,3.29,14096.0
551173,1,4.13,
581219,1,1.63,
576597,72,0.36,14194.0
551014,4,3.75,13209.0
536538,1,3.75,14594.0
550817,10,0.85,17946.0
548373,1,0.83,
567721,100,0.42,12409.0
579512,3,5.79,
559056,24,0.12,14645.0
569687,10,1.65,13709.0
564184,24,1.25,
567473,2,1.65,17841.0
565231,1,4.13,
568060,2,2.08,14546.0
563950,24,1.45,12471.0
561214,1,11.63,
542622,1,1.63,
539958,1,0.85,
C576324,-2,0.65,16161.0
547418,1,12.75,13148.0
557790,12,2.1,14099.0
542864,24,1.95,13802.0
578746,18,12.46,
575918,1,2.95,17191.0
542993,12,1.25,16156.0
574533,8,3.75,12928.0
576076,1,2.08,14382.0
574920,4,3.75,13985.0
574555,2,1.25,16426.0
560291,2,0.83,
559794,24,0.42,16700.0
561893,1,1.65,12942.0
538883,1,3.36,
558647,4,3.75,14868.0
565460,6,2.95,16843.0
577106,1,2.1,14456.0
578044,4,3.75,13488.0
540418,3,0.85,
546656,4,2.46,
C562921,-2,2.95,13767.0
544770,1,4.96,
571715,4,2.89,17576.0
580156,4,8.5,14897.0
566495,20,1.25,15529.0
574561,1,5.79,
574253,8,2.25,15252.0
574898,10,2.08,16242.0
541858,12,0.42,16983.0
567966,2,6.75,16782.0
575735,12,0.65,14156.0
557621,12,1.25,12444.0
569129,1,6.25,15034.0
541592,2,4.96,
577358,1,0.79,
550320,2,1.49,12748.0
540551,1,2.51,
561195,3,2.95,14796.0
580983,2,1.63,
556083,7,4.13,
577768,1,7.46,
548158,3,12.75,15906.0
574833,3,4.95,12827.0
545215,9,2.95,
C566751,-2,9.95,14911.0
574491,8,1.95,16318.0
562457,24,0.55,18079.0
544154,600,0.65,13414.0
548728,12,2.1,13198.0
578472,12,2.55,12476.0
543370,2,16.95,12359.0
558328,25,0.42,15146.0
567043,24,0.85,13268.0
577497,1,2.95,17555.0
576696,1,1.65,16669.0
541811,1,4.13,
566562,48,0.42,17365.0
559337,2,1.63,
569248,12,1.45,12886.0
569220,4,1.25,16007.0
543652,8,1.69,15544.0
540681,3,1.66,
558614,23,0.42,
539437,1,2.51,
547514,6,2.55,17486.0
580290,1,6.75,17221.0
556542,4,1.65,14719.0
578347,4,0.83,
577973,32,2.55,13798.0
549716,24,0.42,14628.0
565675,32,2.55,15513.0
546237,6,1.95,16625.0
557118,6,2.1,14849.0
553006,12,0.85,15544.0
555249,10,1.25,17472.0
541104,1,2.46,
565649,2,8.5,16712.0
551517,3,1.25,16931.0
553192,3,3.75,15333.0
547547,1,2.46,
573841,1,2.95,14995.0
562804,10,1.65,13355.0
565854,8,4.15,12490.0
546310,12,8.15,15291.0
578015,48,0.85,12971.0
580301,12,1.65,15271.0
567507,1,4.96,
550137,10,6.75,12477.0
563924,1,6.95,15984.0
562574,6,1.65,14903.0
560504,3,5.95,13081.0
559898,4,1.65,16225.0
578093,50,0.42,14911.0
580115,1,10.79,
578233,1,0.65,14049.0
575930,2,2.46,
576339,3,3.29,14096.0
558475,3,5.79,
573248,4,1.65,14498.0
580501,2,2.1,14546.0
572121,6,1.25,17092.0
544406,2,2.55,16726.0
581125,25,0.06,14087.0
554097,8,1.25,12567.0
546435,12,1.25,15671.0
565396,1,1.63,
544190,6,2.55,13089.0
560772,7,5.79,
561246,12,1.95,16951.0
574874,10,2.08,14911.0
576076,72,0.19,14382.0
565840,1,0.83,
545019,24,0.42,15093.0
574328,24,1.25,13081.0
550778,6,2.55,14868.0
560255,3,4.15,16054.0
562602,8,1.25,12865.0
556576,2,2.95,14606.0
576392,12,1.25,15105.0
560716,12,1.25,17675.0
558382,12,3.75,17997.0
541696,2,0.83,
566554,20,2.08,13136.0
580059,50,0.85,17768.0
565434,6,0.85,12867.0
569898,2,4.13,
570884,1,2.95,17315.0
567092,12,1.65,13196.0
568712,1,1.65,17841.0
543300,3,1.25,13334.0
569780,10,2.08,13199.0
581219,3,3.29,
557937,2,0.83,
558888,3,1.45,14056.0
562593,1,5.45,16549.0
540976,2,7.95,12652.0
565733,4,3.75,16359.0
571117,2,5.75,16224.0
551872,10,0.85,12955.0
561020,1,12.75,13563.0
572662,2,4.25,15443.0
564818,1,7.46,
539607,24,0.85,12681.0
574741,1,12.75,15993.0
549524,1,4.13,
580367,3,3.29,
574298,1,5.79,
558614,7,2.46,
541965,12,1.65,12625.0
580305,1,3.75,12970.0
548165,1,8.29,
558867,2,6.65,17765.0
568494,6,1.45,16266.0
568667,2,0.65,14606.0
540821,3,2.51,
550328,1,0.85,17582.0
572567,10,1.25,12398.0
578936,2,0.39,16923.0
569631,6,2.1,13483.0
570718,2,18.0,12518.0
558705,1,0.39,12748.0
540813,6,1.25,14669.0
580513,1,0.39,14456.0
560271,1,0.29,16474.0
574298,2,1.63,
571502,3,4.95,14422.0
557112,1,4.95,
557503,4,4.95,16839.0
549234,1,1.45,16515.0
578118,16,1.69,12955.0
559028,10,0.85,12839.0
563241,50,0.42,12758.0
565397,2,2.1,14171.0
552234,1,0.83,
547644,6,2.95,14267.0
575177,2,1.25,
558418,48,0.85,12901.0
577410,3,2.08,14664.0
569236,2,0.42,14432.0
564335,2,7.95,15800.0
570888,4,4.25,17509.0
562933,4,0.79,
544450,3,2.1,17811.0
577490,72,0.12,16464.0
547938,6,2.95,13901.0
556205,12,0.85,15827.0
574722,14,0.39,14502.0
580730,4,4.96,
546982,1,3.35,15483.0
569669,2,1.65,14730.0
570230,12,0.85,18088.0
570444,2,1.65,17284.0
577078,1,7.46,
547788,1,1.63,
554066,24,0.85,12916.0
538349,2,2.51,
537298,12,0.85,13497.0
540478,300,1.65,15769.0
559653,1,1.65,14552.0
570167,2,7.95,15615.0
543732,1,4.13,
558058,12,0.42,14766.0
551818,12,1.49,12569.0
574683,1,2.1,16372.0
580289,12,2.1,15856.0
547786,1,1.25,14587.0
571562,20,1.65,14156.0
572511,2,8.25,14895.0
578347,2,3.29,
573002,48,3.75,14646.0
568215,4,3.75,13390.0
568668,2,2.1,15750.0
558339,2,1.65,16928.0
544295,24,0.42,14298.0
548894,7,3.29,
553899,6,2.95,14292.0
539731,100,1.25,14646.0
548612,4,1.25,13137.0
557937,1,8.29,
573868,3,4.95,12491.0
580667,1,12.75,15031.0
580135,2,0.85,14702.0
578307,1,4.15,17290.0
550470,2,0.83,
561897,2,0.85,17841.0
571748,8,1.45,18077.0
543592,2,4.95,17243.0
540550,6,2.95,12539.0
563839,12,1.65,16828.0
556779,3,4.95,16774.0
537051,6,2.55,15708.0
547840,12,1.45,15133.0
570690,2,3.29,
567180,3,2.55,17802.0
552662,3,4.13,
568328,72,0.42,18016.0
538351,1,3.36,
558417,50,3.39,14156.0
556017,10,2.08,15382.0
570467,12,0.85,12607.0
537144,1,4.95,15880.0
568197,6,2.08,16746.0
549294,1,9.95,13230.0
558542,4,1.65,13593.0
577167,3,2.95,16511.0
C555338,-6,2.95,14323.0
553721,10,1.95,16570.0
556055,100,1.79,14477.0
576559,8,1.69,14711.0
550196,1,1.65,14796.0
572047,2,0.85,16474.0
579468,1,6.95,14711.0
567656,1,5.79,14096.0
569781,50,0.42,13199.0
570211,1,2.1,13558.0
563714,10,1.65,14565.0
579512,2,4.13,
579161,1,2.95,17379.0
543826,2,4.13,
573893,8,6.65,18270.0
564065,12,0.42,15150.0
561614,12,1.25,13871.0
577309,2,7.95,15933.0
551125,2,9.95,17277.0
569246,3,0.83,14096.0
578344,1,1.63,
548894,1,2.46,
554112,1,0.85,17611.0
556082,1,4.13,
547772,1,1.95,17979.0
561631,12,1.45,14911.0
580432,12,2.95,13153.0
567665,2,4.13,
567424,1,2.95,16369.0
554826,10,1.65,12493.0
537457,48,1.85,17511.0
538508,3,0.85,15998.0
548894,6,0.42,
542401,2,1.65,14541.0
560926,2,3.29,
578833,1,4.96,
553549,1,4.95,
544940,12,1.45,16592.0
581492,1,7.46,
563895,8,3.75,18229.0
541883,48,1.65,13408.0
552528,3,3.75,17218.0
581492,3,6.63,
C546897,-1,4.95,18183.0
578146,1,4.15,13742.0
576345,6,2.95,12374.0
569729,12,1.45,16350.0
C559670,-1,2.95,16033.0
577484,6,2.1,13536.0
556009,8,1.69,18221.0
564150,3,4.95,14936.0
551876,12,0.85,14867.0
542906,1,4.13,
539455,2,4.25,12748.0
556903,10,2.08,14527.0
560875,24,1.25,13562.0
539437,1,4.21,
563897,3,4.95,12523.0
578149,3,4.96,
542112,3,1.65,13168.0
563935,2,5.75,15547.0
575612,12,1.45,17416.0
538071,2,5.91,
577633,12,0.85,14194.0
575748,7,4.96,
552514,1,2.46,
541421,6,1.63,
554082,4,1.25,14878.0
537334,4,6.75,16719.0
542102,24,0.55,12744.0
565648,5,0.82,18196.0
571508,1,1.25,
566776,10,2.08,14911.0
543237,4,4.13,
551437,4,4.95,13725.0
572929,1,1.65,16626.0
537624,1,5.95,12748.0
570514,12,0.85,13089.0
565224,3,1.65,14713.0
543251,6,2.95,14194.0
581230,24,0.65,14291.0
573151,4,1.65,17602.0
547096,2,8.25,15669.0
537823,1,2.96,
565919,1,1.63,
537209,1,1.25,14606.0
539436,1,0.81,
566296,1,4.25,17841.0
550901,4,4.95,13389.0
557129,3,0.42,17841.0
545037,2,7.95,14532.0
541686,6,7.95,16912.0
567671,1,4.13,
540681,1,2.51,
545059,12,0.42,14157.0
571660,12,0.42,16191.0
572755,1,2.55,13601.0
548373,1,5.79,
566164,6,1.25,
543166,4,4.25,13488.0
540534,12,0.85,12971.0
557502,3,0.42,
580027,12,0.85,14178.0
544467,2,1.25,14502.0
543631,3,2.1,14081.0
578469,12,2.08,12471.0
580729,4,1.25,
543546,2,2.46,
572229,12,1.25,14329.0
580958,2,1.95,17266.0
565423,6,2.25,12569.0
566172,48,0.85,17001.0
562670,2,4.95,14911.0
550215,2,5.79,
549555,1,2.1,13606.0
574076,1,3.29,
558614,19,0.79,
549155,1,8.29,
557957,10,2.08,13969.0
560856,6,2.49,16607.0
567612,12,1.45,17164.0
572552,6,2.46,14096.0
550957,1,0.85,18283.0
559039,1,4.13,
540240,12,1.25,17585.0
563404,4,3.75,16303.0
541215,12,0.85,14329.0
551982,3,2.95,15023.0
543590,6,2.95,17377.0
542906,1,3.29,
566732,12,0.85,17716.0
575477,3,0.42,
547048,4,3.75,14911.0
537210,1,1.25,15953.0
564838,1,3.29,
562034,6,2.55,12449.0
575748,14,1.63,
547906,2,2.1,14410.0
572336,4,16.95,13523.0
554310,2,16.63,
551724,1,4.25,15976.0
562955,1,2.46,
556120,36,0.19,16722.0
543116,12,1.45,17672.0
540353,8,2.1,13764.0
572025,10,2.08,17651.0
545662,12,1.25,15358.0
558682,2,4.13,
550052,6,2.95,17068.0
575329,1,2.1,17038.0
579187,1,24.96,
567890,24,0.39,14125.0
568657,1,0.85,16460.0
575843,1,1.25,14446.0
560820,3,3.75,17811.0
545945,3,0.42,16710.0
558874,2,9.95,
538524,1,8.47,
570428,2,4.95,15553.0
557636,6,0.83,17841.0
562217,10,1.65,17659.0
568719,11,0.83,
547892,24,0.55,12669.0
556009,12,1.65,18221.0
547547,1,2.46,
543013,1,0.83,
547541,100,1.65,14607.0
555524,1,2.95,16923.0
551953,2,8.25,13448.0
546891,3,1.63,
560606,12,1.25,17422.0
552864,12,4.95,13235.0
556330,4,0.65,17797.0
551982,4,1.25,15023.0
537434,2,1.66,
575477,1,4.13,
542719,2,0.85,17619.0
573545,12,0.85,16969.0
576911,1,3.75,17461.0
548330,4,2.95,14810.0
578074,3,0.65,17590.0
578149,2,7.46,
569555,6,2.08,17728.0
571747,10,1.95,13849.0
572317,2,2.1,14629.0
544572,1,14.95,14639.0
567675,7,4.15,15351.0
545078,2,3.29,
548354,48,1.65,15981.0
562715,8,5.79,
568328,3,3.75,18016.0
564065,12,0.42,15150.0
555201,3,5.45,16969.0
572065,1,2.95,12556.0
571892,3,12.5,13089.0
559356,8,2.89,15416.0
554509,3,2.55,17375.0
562031,1,1.65,16984.0
558536,10,1.65,12424.0
552229,1,1.63,
562619,1,1.25,15311.0
537434,1,5.91,
570871,2,3.29,
552660,1,15.79,
572049,6,2.95,17243.0
550479,12,1.25,15625.0
571841,2,4.25,17625.0
568191,6,0.42,16655.0
563352,2,9.95,15706.0
547083,4,0.85,15452.0
551525,24,0.55,14667.0
557283,2,1.45,16813.0
576045,4,4.95,15022.0
573130,2,8.5,13969.0
561630,4,3.75,14527.0
572758,1,4.96,
580687,10,1.65,16379.0
